ano_assinatura_contrato;numero_processo_formatado;numero_contrato;contrato;nome_empresarial_nome_fornecedor;numero_item_pedido;codigo_item_material_servico_numerico;item_material_servico;unnamed_8;unnamed_9;codigo_elemento_item_despesa;nome_elemento_item_despesa;quantidade_item_pedido;valor_unitario_referencia_item_processo;valor_total_referencia_item_processo;valor_total_homologado
2022;2301520 000024/2022;9350490;DC-023/2022;VECOL TERRAPLENAGEM E PAVIMENTACAO LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;5862842,7;5862842,7;5299568,93
2022;2301520 000025/2022;9374633;DC-021/2022;SUPERAGE ENGENHARIA S/A;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;26590192,59;26590192,59;24695954,19
2022;2301520 000028/2021;9321339;DC-003/2022;JDS - ENGENHARIA E CONSULTORIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4011612,88;4011612,88;2682263,52
2022;2301520 000029/2021;9344057;DC-001/2022;CONSORCIO ZAG - COCENO;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;58994368,61;58994368,61;45152642,02
2022;2301520 000030/2021;9327347;DC-005/2022;IBIZA CONSTRUTORA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4689953,37;4689953,37;4567009,55
2022;2301520 000032/2022;9371865;DC-022/2022;EMCONBRAS EMPRESA DE CONSERVACAO BRASILEIRA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;92135294,07;92135294,07;71809455,78
2022;2301520 000033/2022;9388622;DC-024/2022;ABRIL CONSTRUCOES E SERVICOS LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;31818918,89;31818918,89;28166020,98
2022;2301520 000034/2021;9342951;DC-006/2022;CONSORCIO TERRAYAMA-CROS;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;69746770,16;69746770,16;57674514,62
2022;2301520 000036/2021;9344117;DC-008/2022;ALTA ENGENHARIA DE INFRAESTRUTURA LTDA;1;10693;SERVICOS DE SUPERVISAO DE OBRAS DE ENGENHARIA.;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;3803229,23;3803229,23;2519553,4
2022;2301601 000006/2022;9371336;DP-004/2022;OBRA DE ARTE ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;1093086,89;1093086,89;518250,43
2022;2301601 000008/2022;9382502;DP-004/2023;HOUER ENGENHARIA LTDA;1;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;35582606,18;35582606,18;19915653,29
2022;2301601 000008/2022;9382502;DP-004/2023;HOUER ENGENHARIA LTDA;11;10774;ESTUDOS E PROJETOS NA AREA DE ENGENHARIA RODOVIARIA, AEROVIARIA ETC;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;35582606,18;0,0;0,0
2022;2301762 000005/2022;9324266;DM-005/2022;CONSTRUTORA SAGENDRA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;5266311,75;5266311,75;5142817,12
2022;2301762 000007/2022;9324278;DM-006/2022;EMPAV EMPREENDIMENTOS E PAVIMENTACAO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;13563518,82;13563518,82;13428153,21
2022;2301762 000008/2021;9333110;DM-013/2022;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;7954167,51;7954167,51;6278016,24
2022;2301762 000008/2022;9324272;DM-008/2022;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9207372,83;9207372,83;9016385,18
2022;2301762 000009/2021;9333318;DM-010/2022;CONSTRUTORA ZAG LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;5176345,41;5176345,41;3976980,43
2022;2301762 000009/2022;9325902;DM-007/2022;CONSTRUTORA ZAG LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;16301629,72;16301629,72;15950779,96
2022;2301762 000010/2022;9344818;DM-028/2022;TERRASA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1695105,9;1695105,9;1559477,28
2022;2301762 000012/2022;9346073;DM-032/2022;EMPAV EMPREENDIMENTOS E PAVIMENTACAO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4410360,74;4410360,74;3165667,25
2022;2301762 000013/2022;9332664;DM-020/2022;MARCO XX CONSTRUCOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4088907,7;4088907,7;4088900,0
2022;2301762 000015/2022;9345546;DM-029/2022;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;23934788,08;23934788,08;20107616,11
2022;2301762 000016/2021;9337072;DM-022/2022;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;10677676,72;10677676,72;7872875,96
2022;2301762 000018/2022;9345524;DM-031/2022;CONSTRUTORA ITAMARACA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;7716409,21;7716409,21;6686870,76
2022;2301762 000020/2022;9346265;DM-033/2022;CIRCUITO ENGENHARIA E CONSTRUCOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;533290,94;533290,94;528049,11
2022;2301762 000026/2022;9361882;DM-036/2022;NEOCONSTEC CONSULTORIA TECNICA LTDA.;1;6696;SERVICOS DE GERENCIAMENTO OBRAS DE ENGENHARIA.;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;10140041,7;10140041,7;7569814,68
2022;2301762 000027/2022;9345525;DM-030/2022;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;7771790,44;7771790,44;7316040,86
2022;2301762 000028/2021;9346706;DM-034/2022;CONSERVASOLO ENGENHARIA DE PROJETOS E CONSULTORIA TECNICA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1467037,37;1467037,37;1467037,37
2022;2301762 000030/2022;9341515;DM-023/2022;CONSTRUTORA SAGENDRA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;6731759,57;6731759,57;6565098,37
2022;2301762 000031/2022;9341452;DM-024/2022;SEISAN ENGENHARIA E CONSTRUCOES LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3842250,12;3842250,12;3842250,12
2022;2301762 000033/2021;9333352;DM-016/2022;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;5155926,19;5155926,19;4476628,54
2022;2301762 000033/2022;9372474;DM-037/2022;CONSTRUTORA ZAG LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;11492716,18;11492716,18;9046230,7
2022;2301762 000034/2021;9332216;DM-014/2022;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4864414,75;4864414,75;4212337,33
2022;2301762 000034/2022;9369208;DM-039/2022;TERRASA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3424125,78;3424125,78;2495849,99
2022;2301762 000036/2021;9333334;DM-015/2022;LCM CONSTRUCAO E COMERCIO S.A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;4166730,19;4166730,19;3633840,12
2022;2301762 000037/2022;9361918;DM-038/2022;CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;27292407,27;27292407,27;22375355,19
2022;2301762 000039/2021;9337142;DM-018/2022;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1995303,57;1995303,57;1634673,51
2022;2301762 000040/2022;9344558;DM-027/2022;FG-IPE SPE LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;19739276,86;19739276,86;19739276,86
2022;2301762 000041/2021;9332667;DM-017/2022;HWN ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;6194765,82;6194765,82;4374685,47
2022;2301762 000041/2022;9362131;DM-035/2022;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1743762,89;1743762,89;1725001,8
2022;2301762 000043/2022;9372557;DM-040/2022;TERRASA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;12953381,37;12953381,37;10033537,75
2022;2301762 000052/2021;9372037;DM-025/2022;CONSTRUTORA ZAG LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3929771,1;3929771,1;2817299,55
2022;2301762 000053/2021;9344472;DM-026/2022;BALI - CONSTRUTORA BAETA LIGORIO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3385638,38;3385638,38;2222289,0
2022;2301762 000054/2021;9332670;DM-021/2022;BALI - CONSTRUTORA BAETA LIGORIO LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;3236573,77;3236573,77;2115790,03
2022;2301762 000058/2021;9333311;DM-019/2022;ECR EMPRESA DE CONSTRUCAO E CONSERVACAO RODOVIARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;2970154,72;2970154,72;2221505,63
2022;2301762 000075/2021;9326050;DM-004/2022;ETHOS ENGENHARIA DE INFRAESTRUTURA S/A;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;13323214,91;13323214,91;10125828,87
2022;2301762 000076/2021;9321401;DM-003/2022;CONSTRUTORA TERRAYAMA LIMITADA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;6773385,34;6773385,34;5635589,76
2022;2301762 000084/2021;9321396;DM-002/2022;CONSERVASOLO ENGENHARIA DE PROJETOS E CONSULTORIA TECNICA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;1846119,08;1846119,08;1790731,73
2022;2301762 000086/2021;9334357;DM-011/2022;CONSTRUTORA ITAMARACA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;8321068,04;8321068,04;7600642,73
2022;2301762 000087/2021;9327308;DM-009/2022;GUAXIMA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;12591447,62;12591447,62;8057673,25
2022;2301762 000087/2021;9327308;DM-009/2022-A;GUAXIMA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;12591447,62;12591447,62;8057673,25
2022;2301762 000087/2021;9327308;DM-009/2022-B;GUAXIMA ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;12591447,62;12591447,62;8057673,25
2022;2301901 000009/2021;9344722;DOV-001/2022;SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;52238572,17;52238572,17;34120655,12
2022;2301901 000009/2021;9344722;DOV-001/2022-A;SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;52238572,17;52238572,17;34120655,12
2022;2301901 000009/2021;9344722;DOV-001/2022-B;SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;52238572,17;52238572,17;34120655,12
2022;2301901 000009/2021;9344722;DOV-001/2022;SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;3;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;52238572,17;0,0;0,0
2022;2301901 000009/2021;9344722;DOV-001/2022-A;SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;3;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;52238572,17;0,0;0,0
2022;2301901 000009/2021;9344722;DOV-001/2022-B;SITRAN SINALIZACAO DE TRANSITO INDUSTRIAL LTDA;3;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;52238572,17;0,0;0,0
2022;2301901 000009/2021;9344727;DOV-002/2022;GCT - GERENCIAMENTO E CONTROLE DE TRANSITO S/A;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;44327398,49;44327398,49;28325203,19
2022;2301901 000009/2021;9344727;DOV-002/2022-A;GCT - GERENCIAMENTO E CONTROLE DE TRANSITO S/A;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;44327398,49;44327398,49;28325203,19
2022;2301901 000009/2021;9344727;DOV-002/2022-B;GCT - GERENCIAMENTO E CONTROLE DE TRANSITO S/A;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;44327398,49;44327398,49;28325203,19
2022;2301901 000009/2021;9344727;DOV-002/2022;GCT - GERENCIAMENTO E CONTROLE DE TRANSITO S/A;4;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;44327398,49;0,0;0,0
2022;2301901 000009/2021;9344727;DOV-002/2022-A;GCT - GERENCIAMENTO E CONTROLE DE TRANSITO S/A;4;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;44327398,49;0,0;0,0
2022;2301901 000009/2021;9344727;DOV-002/2022-B;GCT - GERENCIAMENTO E CONTROLE DE TRANSITO S/A;4;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;44327398,49;0,0;0,0
2022;2301901 000009/2021;9344739;DOV-003/2022;DIEFRA ENGENHARIA E CONSULTORIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;38909129,7;38909129,7;22291262,17
2022;2301901 000009/2021;9344739;DOV-003/2022-A;DIEFRA ENGENHARIA E CONSULTORIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;38909129,7;38909129,7;22291262,17
2022;2301901 000009/2021;9344739;DOV-003/2022-B;DIEFRA ENGENHARIA E CONSULTORIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;38909129,7;38909129,7;22291262,17
2022;2301901 000009/2021;9344739;DOV-003/2022;DIEFRA ENGENHARIA E CONSULTORIA LTDA;5;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;38909129,7;0,0;0,0
2022;2301901 000009/2021;9344739;DOV-003/2022-A;DIEFRA ENGENHARIA E CONSULTORIA LTDA;5;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;38909129,7;0,0;0,0
2022;2301901 000009/2021;9344739;DOV-003/2022-B;DIEFRA ENGENHARIA E CONSULTORIA LTDA;5;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;38909129,7;0,0;0,0
2022;2301901 000009/2021;9344750;DOV-004/2022;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;29444576,14;29444576,14;19101818,47
2022;2301901 000009/2021;9344750;DOV-004/2022-A;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;29444576,14;29444576,14;19101818,47
2022;2301901 000009/2021;9344750;DOV-004/2022-B;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;29444576,14;29444576,14;19101818,47
2022;2301901 000009/2021;9344750;DOV-004/2022;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;6;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;29444576,14;0,0;0,0
2022;2301901 000009/2021;9344750;DOV-004/2022-A;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;6;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;29444576,14;0,0;0,0
2022;2301901 000009/2021;9344750;DOV-004/2022-B;PROJEL - ENGENHARIA ESPECIALIZADA LTDA;6;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;29444576,14;0,0;0,0
2022;2301901 000009/2021;9344755;DOV-005/2022;ENGESPRO ENGENHARIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;22526371,23;22526371,23;14999561,15
2022;2301901 000009/2021;9344755;DOV-005/2022-A;ENGESPRO ENGENHARIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;22526371,23;22526371,23;14999561,15
2022;2301901 000009/2021;9344755;DOV-005/2022-B;ENGESPRO ENGENHARIA LTDA;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3951;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;1;22526371,23;22526371,23;14999561,15
2022;2301901 000009/2021;9344755;DOV-005/2022;ENGESPRO ENGENHARIA LTDA;7;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;22526371,23;0,0;0,0
2022;2301901 000009/2021;9344755;DOV-005/2022-A;ENGESPRO ENGENHARIA LTDA;7;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;22526371,23;0,0;0,0
2022;2301901 000009/2021;9344755;DOV-005/2022-B;ENGESPRO ENGENHARIA LTDA;7;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;;;3973;SERVICO DE ENGENHARIA PARA OPERACAO DE BENS DE DOMINIO PUBLICO;1;22526371,23;0,0;0,0
2023;1301606 000001/2023;9402062;DC-016/2023;TERRASA ENGENHARIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;9966172,13;9966172,13;9434565,19
2023;1301606 000002/2023;9408433;DC-018/2023;LF ENGENHARIA RODOVIARIA LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;29920353,29;29920353,29;26758587,42
2023;1301606 000002/2023;9408433;DC-018/2023;LF ENGENHARIA RODOVIARIA LTDA;7;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;29920353,29;0,0;0,0
2023;1301608 000002/2022;9385564;DC-006/2023;COPLAN CONSTRUTORA PLANALTO LTDA;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1;31397637,18;31397637,18;28828068,98
